Customer Name,Cloud Account Number,Product Name,Usage Type,Price Book,Seller Cost (USD),Customer Cost (USD),Margin (USD),Usage Quantity
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Elastic Load Balancing","USE2-EUW2-AWS-Out-Bytes","AWS Price Book",0.000000017351360000000003,0.000000017887999999999998,0.0000000005366399999999945,0.0000008944
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Elastic Compute Cloud","USE2-APS3-AWS-Out-Bytes","AWS Price Book",0.00000673974236,0.000006948188,0.00000020844563999999995,0.0003474094
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","AWS Key Management Service","us-east-2-KMS-Requests","AWS Price Book",0.00006984,0.000072,0.0000021600000000000064,24
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Simple Queue Service","EUC1-Requests-Tier1","AWS Price Book",0.000000388,0.0000004,0.000000012000000000000002,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Simple Notification Service","USE2-Requests-Tier1","AWS Price Book",0,0,0,28
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Elastic Compute Cloud","USE2-APS2-AWS-Out-Bytes","AWS Price Book",0.00000047306706,0.0000004876980000000001,0.000000014630940000000041,0.0000243849
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Elastic Load Balancing","USE2-APS2-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006966
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","AWS Data Transfer","USE2-EUC1-AWS-Out-Bytes (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Elastic Compute Cloud","USE2-CloudFront-In-Bytes","AWS Price Book",0,0,0,0.011957016
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Simple Notification Service","USE2-DeliveryAttempts-SMTP","AWS Price Book",0,0,0,52
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","AWS WAF","USE2-RequestV2-Tier1 (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Elastic Load Balancing","USE2-LCUUsage (tax)","AWS Price Book",0,0,0,1
"Auna (Jaime Pradenas)","912689407188","Amazon Simple Queue Service","Requests-RBP (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Simple Queue Service","Requests-RBP","AWS Price Book",0.000002716,0.0000028,0.00000008399999999999996,7
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon EC2 Container Registry (ECR)","USE2-TimedStorage-ByteHrs (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","AWS Key Management Service","us-east-1-KMS-Requests","AWS Price Book",0.000017460000000000002,0.000018,0.0000005399999999999982,6
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Elastic Compute Cloud","USE2-EBS:VolumeUsage.gp2 (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Simple Queue Service","USW2-Requests-Tier1","AWS Price Book",0.000000388,0.0000004,0.000000012000000000000002,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Elastic Load Balancing","USE2-USW1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000018543
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Elastic Container Service for Kubernetes","USE2-AmazonEKS-Hours:perCluster (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","CloudWatch Events","USE2-Event-64K-Chunks (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Elastic Compute Cloud","USE2-BoxUsage:t3.small (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","AWS Data Transfer","USE2-USW2-AWS-Out-Bytes (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Elastic Load Balancing","USE2-APS3-AWS-Out-Bytes","AWS Price Book",0.00000000650482,0.000000006706,0.00000000020117999999999992,0.0000003353
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","AWS Data Transfer","USE2-DataTransfer-Regional-Bytes (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Elastic Compute Cloud","USE2-SAE1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000001564
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Simple Storage Service","USE2-Requests-Tier1 (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","CloudWatch Events","USE2-Event-64K-Chunks","AWS Price Book",0.00014162000000000002,0.000146,0.000004379999999999982,146
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","CodeBuild","USE2-Build-Min:Linux:g1.medium (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","AWS Data Transfer","USE2-APS3-AWS-Out-Bytes (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Simple Queue Service","Requests-RBP (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Elastic Compute Cloud","USE2-NatGateway-Hours (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","AWS Secrets Manager","USE1-AWSSecretsManagerAPIRequest (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","AWS Secrets Manager","USE2-AWSSecretsManager-Secrets (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","AWS Secrets Manager","USE2-AWSSecretsManagerAPIRequest (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","AmazonCloudWatch","USE2-TimedStorage-ByteHrs (tax)","AWS Price Book",0,0,0,1
"Auna (Jaime Pradenas)","912689407188","Amazon Simple Storage Service","Requests-Tier1 (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Simple Storage Service","USE2-TimedStorage-ByteHrs (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Virtual Private Cloud","USE2-VpcEndpoint-Bytes (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","AWS Key Management Service","us-east-1-KMS-Requests (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","AWS Data Transfer","USE2-DataTransfer-Out-Bytes (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","AWS Data Transfer","USE2-APS2-AWS-Out-Bytes (tax)","AWS Price Book",0,0,0,1
"Auna (Jaime Pradenas)","912689407188","AWS Key Management Service","us-east-1-KMS-Requests (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Elastic Compute Cloud","USE2-USW1-AWS-Out-Bytes","AWS Price Book",0.00000004273044,0.000000044051999999999996,0.0000000013215599999999956,0.0000022026
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","AWS Data Transfer","USE2-EUW2-AWS-Out-Bytes (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Simple Storage Service","Requests-Tier1 (tax)","AWS Price Book",0,0,0,1
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Amazon Elastic Compute Cloud","USE2-CloudFront-Out-Bytes","AWS Price Book",0,0,0,0.0000143507
"Elecnor Chile S.A (Cristian Fuentealba)","980921712811","Elastic Load Balancing","USE2-LoadBalancerUsage (tax)","AWS Price Book",0,0,0,1
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Location Service","APS3-ResourceList","AWS Price Book",0,0,0,9
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Location Service","SAE1-ResourceList","AWS Price Book",0,0,0,9
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Location Service","USE2-ResourceList","AWS Price Book",0,0,0,9
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Location Service","EUW2-ResourceList","AWS Price Book",0,0,0,9
"Sourcing SPA (Andres Yelpi)","767398103037","AWS Security Hub","USE1-PaidComplianceCheck","AWS Price Book",0.05238000000000001,0.054,0.0016199999999999895,54
"Sourcing SPA (Andres Yelpi)","872780047379","AWS Security Hub","USE1-PaidComplianceCheck","AWS Price Book",0.90792,0.936,0.028080000000000105,936
"Sourcing SPA (Andres Yelpi)","536079618115","AWS Security Hub","USE1-PaidComplianceCheck","AWS Price Book",0.05238000000000001,0.054,0.0016199999999999895,54
"Sourcing SPA (Andres Yelpi)","018185109271","AWS Security Hub","USE1-PaidComplianceCheck","AWS Price Book",4.7685200000000005,4.916,0.14747999999999983,4916
"Sourcing SPA (Andres Yelpi)","018185109271","AWS Security Hub","USE1-OtherProduct:PaidFindingsIngestion","AWS Price Book",0,0,0,2633
"Sourcing SPA (Andres Yelpi)","622323056157","AWS Security Hub","USE1-SecurityHubProduct:FreeFindingsIngestion","AWS Price Book",0,0,0,432
"Sourcing SPA (Andres Yelpi)","018185109271","AWS Security Hub","USE1-SecurityHubProduct:FreeFindingsIngestion","AWS Price Book",0,0,0,30780
"Sourcing SPA (Andres Yelpi)","872780047379","AWS Security Hub","USE1-SecurityHubProduct:FreeFindingsIngestion","AWS Price Book",0,0,0,9683
"Sourcing SPA (Andres Yelpi)","435812277030","AWS Security Hub","USE1-SecurityHubProduct:FreeFindingsIngestion","AWS Price Book",0,0,0,11920
"Sourcing SPA (Andres Yelpi)","303559958125","AWS Security Hub","USE1-SecurityHubProduct:FreeFindingsIngestion","AWS Price Book",0,0,0,10820
"Sourcing SPA (Andres Yelpi)","536079618115","AWS Security Hub","USE1-SecurityHubProduct:FreeFindingsIngestion","AWS Price Book",0,0,0,54
"Sourcing SPA (Andres Yelpi)","767398103037","AWS WAF","USE1-RequestV2-Tier1","AWS Price Book",0.023658881999999996,0.024390600000000005,0.0007317180000000097,40651
"Sourcing SPA (Andres Yelpi)","767398103037","AWS WAF","USE1-RuleV2","AWS Price Book",3.0649305800750017,3.1597222474999938,0.09479166742499201,3.1597223
"Sourcing SPA (Andres Yelpi)","767398103037","AWS WAF","USE1-WebACLV2","AWS Price Book",6.567708385874978,6.770833387499988,0.20312500162501035,1.3541666
"Sourcing SPA (Andres Yelpi)","018185109271","AWS Glue","EUC1-Catalog-Request","AWS Price Book",0,0,0,6
"Sourcing SPA (Andres Yelpi)","018185109271","AWS Glue","CAN1-Catalog-Request","AWS Price Book",0,0,0,6
"Sourcing SPA (Andres Yelpi)","018185109271","AWS Glue","USW2-Catalog-Request","AWS Price Book",0,0,0,4
"Sourcing SPA (Andres Yelpi)","018185109271","AWS Glue","USW1-Catalog-Request","AWS Price Book",0,0,0,6
"Sourcing SPA (Andres Yelpi)","622323056157","AWS CloudTrail","APN1-FreeEventsRecorded","AWS Price Book",0,0,0,1848
"Sourcing SPA (Andres Yelpi)","622323056157","AWS CloudTrail","SAE1-FreeEventsRecorded","AWS Price Book",0,0,0,1899
"Sourcing SPA (Andres Yelpi)","393937990371","AWS CloudTrail","USE1-FreeEventsRecorded","AWS Price Book",0,0,0,24724
"Sourcing SPA (Andres Yelpi)","018185109271","AWS CloudTrail","USE1-FreeEventsRecorded","AWS Price Book",0,0,0,252816
"Sourcing SPA (Andres Yelpi)","767398103037","AWS CloudTrail","USE1-FreeEventsRecorded","AWS Price Book",0,0,0,16661
"Sourcing SPA (Andres Yelpi)","536079618115","AWS CloudTrail","USE1-FreeEventsRecorded","AWS Price Book",0,0,0,6050
"Sourcing SPA (Andres Yelpi)","435812277030","AWS CloudTrail","USE1-FreeEventsRecorded","AWS Price Book",0,0,0,181763
"Sourcing SPA (Andres Yelpi)","622323056157","AWS CloudTrail","APN3-FreeEventsRecorded","AWS Price Book",0,0,0,1771
"Sourcing SPA (Andres Yelpi)","018185109271","AWS CloudTrail","EUW2-FreeEventsRecorded","AWS Price Book",0,0,0,2261
"Sourcing SPA (Andres Yelpi)","018185109271","AWS CloudTrail","USW1-FreeEventsRecorded","AWS Price Book",0,0,0,1857
"Sourcing SPA (Andres Yelpi)","622323056157","AWS CloudTrail","USW1-FreeEventsRecorded","AWS Price Book",0,0,0,1781
"Sourcing SPA (Andres Yelpi)","018185109271","AWS CloudTrail","USW2-FreeEventsRecorded","AWS Price Book",0,0,0,2659
"Sourcing SPA (Andres Yelpi)","018185109271","AWS CloudTrail","EUC1-FreeEventsRecorded","AWS Price Book",0,0,0,2466
"Sourcing SPA (Andres Yelpi)","622323056157","AWS CloudTrail","EU-FreeEventsRecorded","AWS Price Book",0,0,0,1837
"Sourcing SPA (Andres Yelpi)","018185109271","AWS Config","ConfigurationItemRecorded","AWS Price Book",11.401380000000003,11.753999999999998,0.3526199999999946,3918
"Sourcing SPA (Andres Yelpi)","393937990371","AWS Config","USE1-ConfigRuleEvaluations","AWS Price Book",0.013580000000000002,0.014,0.0004199999999999985,14
"Sourcing SPA (Andres Yelpi)","872780047379","AWS Config","USE1-ConfigRuleEvaluations","AWS Price Book",0.0679,0.07,0.0021000000000000046,70
"Sourcing SPA (Andres Yelpi)","018185109271","AWS Lambda","Lambda-Storage-GB-Second","AWS Price Book",0.0016456271913690098,0.0016965228777000032,0.00005089568633099336,54903.652
"Sourcing SPA (Andres Yelpi)","018185109271","AWS Lambda","Request","AWS Price Book",0,0,0,5706
"Sourcing SPA (Andres Yelpi)","018185109271","AWS Key Management Service","us-east-1-KMS-Keys","AWS Price Book",0.875694451450001,0.9027777849999991,0.027083333549998034,0.9027778
"Sourcing SPA (Andres Yelpi)","018185109271","AWS Key Management Service","us-east-1-KMS-Requests","AWS Price Book",0,0,0,14565
"Sourcing SPA (Andres Yelpi)","435812277030","AWS Key Management Service","us-east-1-KMS-Requests","AWS Price Book",0,0,0,4409
"Sourcing SPA (Andres Yelpi)","303559958125","AWS Key Management Service","us-east-1-KMS-Requests","AWS Price Book",0,0,0,381
"Sourcing SPA (Andres Yelpi)","018185109271","AWS Key Management Service","ap-northeast-3-KMS-Requests","AWS Price Book",0,0,0,3
"Sourcing SPA (Andres Yelpi)","018185109271","AWS Key Management Service","eu-central-1-KMS-Requests","AWS Price Book",0,0,0,3
"Sourcing SPA (Andres Yelpi)","767398103037","AWS Key Management Service","us-west-2-KMS-Requests","AWS Price Book",0,0,0,2
"Sourcing SPA (Andres Yelpi)","303559958125","Amazon Simple Queue Service","Requests-RBP","AWS Price Book",0,0,0,14
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Simple Notification Service","CAN1-Requests-Tier1","AWS Price Book",0,0,0,3
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Simple Notification Service","DeliveryAttempts-LAMBDA","AWS Price Book",0,0,0,1806
"Sourcing SPA (Andres Yelpi)","393937990371","Amazon Simple Notification Service","Requests-Tier1","AWS Price Book",0,0,0,77989
"Sourcing SPA (Andres Yelpi)","303559958125","Amazon Simple Notification Service","Requests-Tier1","AWS Price Book",0,0,0,46
"Sourcing SPA (Andres Yelpi)","435812277030","Amazon Simple Notification Service","Requests-Tier1","AWS Price Book",0,0,0,40
"Sourcing SPA (Andres Yelpi)","018185109271","AWS Secrets Manager","APS1-AWSSecretsManagerAPIRequest","AWS Price Book",0.000014550000000000001,0.000015000000000000002,0.0000004500000000000008,3
"Sourcing SPA (Andres Yelpi)","018185109271","AWS Secrets Manager","USW1-AWSSecretsManagerAPIRequest","AWS Price Book",0.000014550000000000001,0.000015000000000000002,0.0000004500000000000008,3
"Sourcing SPA (Andres Yelpi)","018185109271","AWS Secrets Manager","CAN1-AWSSecretsManagerAPIRequest","AWS Price Book",0.000014550000000000001,0.000015000000000000002,0.0000004500000000000008,3
"Sourcing SPA (Andres Yelpi)","872780047379","AWS Secrets Manager","USE1-AWSSecretsManagerAPIRequest","AWS Price Book",0.00026189999999999997,0.00027,0.000008100000000000034,54
"Sourcing SPA (Andres Yelpi)","303559958125","AWS Secrets Manager","USE1-AWSSecretsManagerAPIRequest","AWS Price Book",0.00026189999999999997,0.00027,0.000008100000000000034,54
"Sourcing SPA (Andres Yelpi)","435812277030","AWS Secrets Manager","USE1-AWSSecretsManagerAPIRequest","AWS Price Book",0.00026189999999999997,0.00027,0.000008100000000000034,54
"Sourcing SPA (Andres Yelpi)","018185109271","AWS Secrets Manager","APS2-AWSSecretsManagerAPIRequest","AWS Price Book",0.000014550000000000001,0.000015000000000000002,0.0000004500000000000008,3
"Sourcing SPA (Andres Yelpi)","018185109271","AmazonCloudWatch","CW:MetricMonitorUsage","AWS Price Book",76.53178751055374,78.89875001088016,2.366962500326423,272.6625
"Sourcing SPA (Andres Yelpi)","018185109271","AmazonCloudWatch","DashboardsUsageHour","AWS Price Book",1.3135416771749993,1.354166677499999,0.040625000324999716,0.4513889
"Sourcing SPA (Andres Yelpi)","018185109271","AmazonCloudWatch","USE1-CW:Canary-runs","AWS Price Book",4.04490000000003,4.169999999999964,0.12509999999993404,3575
"Sourcing SPA (Andres Yelpi)","622323056157","AmazonCloudWatch","DashboardsUsageHour-Basic","AWS Price Book",0,0,0,0.4513889
"Sourcing SPA (Andres Yelpi)","303559958125","AmazonCloudWatch","DashboardsUsageHour-Basic","AWS Price Book",0,0,0,0.4513889
"Sourcing SPA (Andres Yelpi)","018185109271","AmazonCloudWatch","CW:AlarmMonitorUsage","AWS Price Book",0,0,0,4.9652777
"Sourcing SPA (Andres Yelpi)","018185109271","AmazonCloudWatch","USE1-DataProcessing-Bytes","AWS Price Book",0,0,0,0.46114013
"Sourcing SPA (Andres Yelpi)","622323056157","AmazonCloudWatch","USE1-DataProcessing-Bytes","AWS Price Book",0,0,0,1.3695067
"Sourcing SPA (Andres Yelpi)","303559958125","AmazonCloudWatch","CW:Requests","AWS Price Book",0,0,0,19314
"Sourcing SPA (Andres Yelpi)","018185109271","AmazonCloudWatch","USE1-TimedStorage-ByteHrs","AWS Price Book",0,0,0,2.4652882
"Sourcing SPA (Andres Yelpi)","393937990371","AmazonCloudWatch","USE1-TimedStorage-ByteHrs","AWS Price Book",0,0,0,0.000000264
"Sourcing SPA (Andres Yelpi)","303559958125","AmazonCloudWatch","USE1-TimedStorage-ByteHrs","AWS Price Book",0,0,0,0.0000018235
"Sourcing SPA (Andres Yelpi)","767398103037","AmazonCloudWatch","USE1-TimedStorage-ByteHrs","AWS Price Book",0,0,0,0.026776679
"Sourcing SPA (Andres Yelpi)","536079618115","AmazonCloudWatch","USE1-TimedStorage-ByteHrs","AWS Price Book",0,0,0,0.0313926
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Virtual Private Cloud","USE1-ClientVPN-EndpointHours","AWS Price Book",31.52500000000002,32.499999999999986,0.9749999999999659,325
"Sourcing SPA (Andres Yelpi)","435812277030","Amazon Virtual Private Cloud","USE1-PublicIPv4:IdleAddress","AWS Price Book",1.5616999999999983,1.610000000000001,0.048300000000002674,322
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Virtual Private Cloud","USW2-PublicIPv4:InUseAddress","AWS Price Book",9.457500000000021,9.750000000000007,0.2924999999999862,1950
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Virtual Private Cloud","USE2-PublicIPv4:InUseAddress","AWS Price Book",3.1525000000000043,3.250000000000002,0.09749999999999792,650
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Virtual Private Cloud","USE1-PublicIPv4:InUseAddress","AWS Price Book",15.650675179599943,16.134716679999812,0.4840415003998686,3226.9434
"Sourcing SPA (Andres Yelpi)","536079618115","Amazon Virtual Private Cloud","USE1-PublicIPv4:InUseAddress","AWS Price Book",4.714200000000011,4.860000000000004,0.14579999999999327,972
"Sourcing SPA (Andres Yelpi)","303559958125","Amazon Virtual Private Cloud","USE1-PublicIPv4:InUseAddress","AWS Price Book",6.249734250000017,6.443025000000001,0.19329074999998408,1288.605
